0.41288,0.8131,1
0.50379,0.81629,1
0.56187,0.80671,1
0.46591,0.80032,1
0.36742,0.77796,1
0.32955,0.73642,1
0.29924,0.69169,1
0.28157,0.63419,1
0.29672,0.5639,1
0.34217,0.51917,1
0.40278,0.49042,1
0.46086,0.47764,1
0.52904,0.46486,1
0.57702,0.46486,1
0.47348,0.49681,1
0.3952,0.51917,1
0.3447,0.55431,1
0.31187,0.59265,1
0.33207,0.61502,1
0.30429,0.64377,1
0.33965,0.66613,1
0.32702,0.69489,1
0.36742,0.69808,1
0.35227,0.73323,1
0.39268,0.73642,1
0.39015,0.76837,1
0.4154,0.76837,1
0.43561,0.80351,1
0.45833,0.82268,1
0.52652,0.82268,1
0.49116,0.83227,1
0.56692,0.83546,1
0.58965,0.83227,1
0.31439,0.64058,1
0.29924,0.61182,1
0.32197,0.5639,1
0.3346,0.58307,1
0.36742,0.51597,1
0.3851,0.48403,1
0.43561,0.50319,1
0.53409,0.66613,-1
0.41035,0.66933,-1
0.46591,0.66933,-1
0.57702,0.64696,-1
0.61995,0.60224,-1
0.65783,0.54473,-1
0.67045,0.48083,-1
0.66288,0.40735,-1
0.625,0.34665,-1
0.59217,0.3147,-1
0.52904,0.30192,-1
0.46086,0.27955,-1
0.40025,0.26358,-1
0.49874,0.28275,-1
0.62753,0.33067,-1
0.65783,0.35304,-1
0.68813,0.38818,-1
0.70076,0.43291,-1
0.68813,0.44249,-1
0.71591,0.45847,-1
0.69571,0.49361,-1
0.68308,0.55751,-1
0.71086,0.51597,-1
0.66793,0.57668,-1
0.61742,0.64696,-1
0.55429,0.64377,-1
0.51894,0.64696,-1
0.46591,0.65016,-1
0.42298,0.65016,-1
0.50126,0.65974,-1
0.57702,0.61502,-1
0.65025,0.52236,-1
0.65025,0.48722,-1
0.58965,0.38179,-1
0.55934,0.34345,-1
0.50126,0.32109,-1
0.44571,0.29553,-1
0.67551,0.52556,-1
0.65025,0.6278,-1
0.69571,0.58946,-1
