0.052862,0.017075,0.0042941,0.021807,0.036393,0.016396,0.050308,0.1305,0.1154,0.013589,0.014505,0.007863,0.047321,0.20313,0.091764,0.039316,0.023017,0.011813,0.097611,0.056329,0.085011,0.063993,0.074015,0.026326,0.041493,0.052677,0.14746,0.091584,0.054177,0.021329,0.13206,0.19653,0.13165,0.038943,0.074782,0.065344,0.011909,0.012711,0.0068909,0.041471,0.20262,0.080419,0.034455,0.020171,0.010352,0.11798,0.040542,0.063156,0.069488,0.11787,0.01771,0.0016644,0.0055005,0.077543,0.080262,0.047479,0.018692,0.11573,0.17224,0.11537,0.034128,0.065537,0.057265,0.031573,0.012614,0.031574,0.055942,0.12591,0.20313,0.10633,0.053931,0.039688,0.1009,0.058229,0.08788,0.066152,0.076512,0.027214,0.042893,0.054455,0.15244,0.094674,0.056005,0.022048,0.13652,0.20313,0.13609,0.040256,0.077305,0.067548,0.12375,0.078215,0.042659,0.029126,0.022697,0.02688,0.028171,0.063363,0.090856,0.072315,0.048549,0.060121,0.037648,0.12745,0.11354,0.088373,0.04709,0.064517,0.08107,0.047957,0.01888,0.1169,0.17397,0.11653,0.034472,0.066197,0.057842,0.031891,0.012742,0.031892,0.056505,0.12717,0.20313,0.1074,0.054474,0.040088,0.061924,0.041573,0.051482,0.032238,0.10914,0.097224,0.075674,0.040324,0.055246,0.034286,0.020358,0.029471,0.014513,0.021717,0.050928,0.14384,0.14458,0.065588
0.082742,0.045033,0.0083301,0.026226,0.033399,0.047373,0.082176,0.065951,0.079359,0.044141,0.022548,0.0032001,0.013409,0.10169,0.17147,0.076301,0.071848,0.069812,0.13583,0.046635,0.036495,0.034059,0.057272,0.065162,0.031118,0.045507,0.16033,0.15225,0.11161,0.05742,0.096174,0.054103,0.018029,0.021737,0.036268,0.20162,0.036444,0.018616,0.002642,0.01107,0.083954,0.14157,0.062996,0.05932,0.057639,0.10278,0.12509,0.11507,0.082815,0.075118,0.10245,0.077996,0.019194,0.081167,0.1257,0.09215,0.047408,0.079403,0.044669,0.014885,0.017946,0.029944,0.18961,0.082902,0.024214,0.030919,0.033047,0.099431,0.070643,0.14852,0.076422,0.11952,0.11703,0.040179,0.031442,0.029343,0.049342,0.05614,0.02681,0.039206,0.13813,0.13117,0.096159,0.04947,0.082858,0.046612,0.015533,0.018727,0.031247,0.19786,0.13463,0.028742,0.016463,0.032826,0.025063,0.061757,0.071871,0.090797,0.19596,0.13985,0.087267,0.016243,0.020824,0.016007,0.024179,0.029911,0.076254,0.13886,0.14147,0.10371,0.053353,0.089361,0.050271,0.016752,0.020197,0.033699,0.20162,0.093298,0.027251,0.034796,0.037191,0.1119,0.079502,0.16715,0.086005,0.1345,0.15082,0.094117,0.017518,0.022459,0.017263,0.026077,0.032258,0.082239,0.14976,0.031395,0.0096248,0.0081525,0.026297,0.056163,0.019474,0.031164,0.068469,0.059499
0.020574,0.022367,0.030895,0.026718,0.048614,0.049666,0.080744,0.14263,0.1071,0.014842,0.024775,0.019424,0.012274,0.083966,0.13834,0.096143,0.044326,0.031885,0.066519,0.071999,0.05167,0.048159,0.043504,0.080595,0.16152,0.1286,0.097077,0.049051,0.016847,0.026159,0.11363,0.20096,0.096923,0.065864,0.074842,0.10896,0.013811,0.023054,0.018075,0.011421,0.078133,0.12873,0.089464,0.041246,0.02967,0.13359,0.071383,0.047358,0.031399,0.033382,0.052106,0.020996,0.018082,0.093489,0.045643,0.015677,0.024342,0.10573,0.19581,0.09019,0.061288,0.069643,0.10139,0.03571,0.042633,0.045527,0.045224,0.14223,0.19751,0.10587,0.12922,0.067591,0.06429,0.069586,0.049938,0.046545,0.042046,0.077894,0.15611,0.12429,0.093823,0.047407,0.016283,0.025282,0.10982,0.20096,0.093675,0.063656,0.072334,0.10531,0.16564,0.0687,0.050207,0.019204,0.039496,0.027086,0.042283,0.073739,0.11871,0.035306,0.034221,0.054648,0.084813,0.10491,0.080991,0.048812,0.046648,0.056083,0.03933,0.013509,0.020975,0.091108,0.16872,0.077715,0.052811,0.06001,0.087369,0.030771,0.036736,0.03923,0.038968,0.12256,0.17019,0.091224,0.11135,0.058242,0.029291,0.028391,0.045337,0.070363,0.087032,0.067192,0.040495,0.0387,0.046528,0.076858,0.017362,0.0076759,0.0071564,0.015982,0.037345,0.1057,0.16972,0.20096
0.042494,0.0022654,0.001199,0.0058661,0.026528,0.10014,0.20836,0.14262,0.12206,0.013309,0.021612,0.0090463,0.035001,0.16828,0.13045,0.049419,0.019302,0.012817,0.11398,0.032083,0.040294,0.018218,0.0168,0.013975,0.021057,0.066615,0.20836,0.07738,0.032277,0.072461,0.05184,0.075445,0.026919,0.011125,0.033013,0.10876,0.013867,0.022519,0.0094259,0.036469,0.17534,0.13593,0.051492,0.020112,0.013354,0.1315,0.06833,0.15152,0.12045,0.17253,0.066918,0.039997,0.048196,0.07957,0.080627,0.033631,0.075501,0.054015,0.078611,0.028048,0.011592,0.034398,0.11332,0.12992,0.032107,0.034527,0.096125,0.066463,0.048327,0.11825,0.098647,0.12874,0.13531,0.038086,0.047834,0.021627,0.019944,0.01659,0.024997,0.07908,0.20836,0.09186,0.038316,0.08602,0.06154,0.089563,0.031956,0.013207,0.03919,0.12911,0.12862,0.058698,0.028376,0.040538,0.039662,0.082884,0.071259,0.082482,0.12873,0.075983,0.090848,0.051608,0.015557,0.056558,0.03507,0.071541,0.060674,0.06512,0.10491,0.04376,0.098242,0.070284,0.10229,0.036497,0.015083,0.044759,0.14745,0.16905,0.041778,0.044927,0.12508,0.086482,0.062883,0.15387,0.12836,0.16751,0.086779,0.10376,0.058941,0.017767,0.064594,0.040053,0.081706,0.069295,0.074373,0.023821,0.021428,0.023766,0.018165,0.009732,0.016902,0.079615,0.15574,0.050806
0.061184,0.037185,0.02293,0.034344,0.012001,0.001578,0.025204,0.13866,0.1392,0.050235,0.04292,0.035299,0.12783,0.066557,0.010972,0.037438,0.055056,0.037589,0.20457,0.063102,0.063079,0.023774,0.074271,0.051445,0.072966,0.026929,0.094463,0.13629,0.06627,0.021186,0.054379,0.025046,0.031794,0.07622,0.090705,0.21141,0.041567,0.035514,0.029209,0.10577,0.055073,0.0090785,0.030979,0.045557,0.031104,0.13869,0.037575,0.067696,0.089005,0.21141,0.09741,0.025768,0.073861,0.13458,0.11277,0.054836,0.01753,0.044996,0.020725,0.026309,0.063068,0.075055,0.21141,0.037737,0.077879,0.061802,0.031591,0.070032,0.087916,0.1231,0.03972,0.036523,0.18854,0.058158,0.058137,0.021911,0.068452,0.047415,0.067249,0.024819,0.087063,0.12561,0.061078,0.019526,0.050118,0.023084,0.029304,0.070248,0.083599,0.21141,0.13858,0.09681,0.078834,0.042623,0.012935,0.014735,0.0043914,0.013743,0.098655,0.022905,0.05198,0.057076,0.089946,0.053043,0.10151,0.17458,0.050468,0.033647,0.11975,0.058227,0.018614,0.047779,0.022006,0.027935,0.066969,0.079696,0.21141,0.040071,0.082695,0.065624,0.033545,0.074363,0.093353,0.13071,0.042176,0.038782,0.021836,0.049554,0.054411,0.085747,0.050566,0.096768,0.16643,0.048112,0.032076,0.045963,0.0032482,0.0045612,0.0032376,0.06573,0.11108,0.15135,0.14531,0.11639
0.031748,0.012698,0.022632,0.044288,0.051119,0.016455,0.064722,0.083874,0.047709,0.051237,0.017706,0.016492,0.016816,0.10894,0.12969,0.092331,0.19994,0.088113,0.10692,0.079717,0.054083,0.031275,0.12635,0.11788,0.092007,0.11518,0.097719,0.041385,0.045431,0.063697,0.1129,0.12763,0.09622,0.094503,0.046342,0.034007,0.043587,0.015063,0.01403,0.014305,0.092672,0.11033,0.078546,0.17033,0.074959,0.035371,0.051116,0.017969,0.073891,0.16028,0.080428,0.02019,0.025261,0.041004,0.035207,0.038648,0.054188,0.096041,0.10857,0.081855,0.080394,0.039423,0.02893,0.071259,0.051448,0.044676,0.070211,0.16162,0.14112,0.15424,0.092264,0.077001,0.11435,0.085257,0.057842,0.033448,0.13513,0.12607,0.098401,0.12318,0.10451,0.044261,0.048588,0.068124,0.12074,0.1365,0.10291,0.10107,0.049562,0.036371,0.088071,0.048599,0.029832,0.028871,0.037573,0.061938,0.09368,0.12335,0.18143,0.086901,0.029919,0.0023329,0.011752,0.0074594,0.027915,0.03315,0.039504,0.046882,0.038322,0.042068,0.058982,0.10454,0.11818,0.089097,0.087508,0.042911,0.03149,0.077564,0.056,0.048629,0.076424,0.17592,0.1536,0.16789,0.10043,0.083815,0.075239,0.025904,0.0020198,0.010175,0.0064584,0.024169,0.028701,0.034203,0.040591,0.068862,0.068694,0.056433,0.080711,0.067372,0.092233,0.10843,0.14048,0.090192
0.056668,0.024301,0.0075645,0.03607,0.0075121,0.025476,0.096308,0.16324,0.13883,0.038301,0.015843,0.0072196,0.05406,0.039703,0.056328,0.056573,0.022868,0.04292,0.091813,0.06722,0.051065,0.074859,0.095884,0.057308,0.061018,0.063204,0.16175,0.15605,0.075767,0.040857,0.080872,0.096504,0.068429,0.086314,0.068366,0.20139,0.031099,0.012864,0.0058621,0.043894,0.032237,0.045736,0.045935,0.018568,0.034849,0.1332,0.095565,0.089276,0.077421,0.03042,0.01794,0.029503,0.045414,0.10221,0.1267,0.061519,0.033174,0.065665,0.078358,0.055561,0.070083,0.05551,0.17306,0.10335,0.048753,0.048334,0.027178,0.057702,0.067021,0.20139,0.16028,0.12476,0.086012,0.062974,0.047839,0.070129,0.089826,0.053687,0.057163,0.059211,0.15153,0.14619,0.07098,0.038276,0.075763,0.090408,0.064105,0.080861,0.064047,0.19967,0.039168,0.063372,0.042262,0.060414,0.076032,0.048109,0.061924,0.10562,0.080845,0.084134,0.024493,0.038562,0.059376,0.027999,0.12235,0.12777,0.10092,0.047003,0.11333,0.055024,0.029671,0.058731,0.070084,0.049694,0.062683,0.049649,0.15479,0.092438,0.043605,0.04323,0.024308,0.051609,0.059945,0.20089,0.14335,0.11159,0.065221,0.018987,0.029893,0.046028,0.021705,0.094847,0.099045,0.078235,0.036436,0.030693,0.011815,0.01213,0.017671,0.03077,0.093914,0.16924,0.13666,0.10002
0.087073,0.040027,0.030393,0.038395,0.02439,0.030226,0.11759,0.16375,0.11078,0.039146,0.01245,0.018951,0.0093934,0.080234,0.054292,0.074571,0.080996,0.08435,0.20147,0.063839,0.010235,0.023108,0.0083032,0.03471,0.019502,0.048927,0.20147,0.04359,0.064221,0.02642,0.070326,0.12436,0.072024,0.1335,0.052012,0.059049,0.043969,0.013984,0.021286,0.010551,0.09012,0.060982,0.083759,0.090976,0.094743,0.10383,0.058261,0.034644,0.017578,0.062344,0.061289,0.11967,0.12576,0.12805,0.048961,0.072134,0.029676,0.078991,0.13968,0.080898,0.14994,0.05842,0.066324,0.08321,0.028266,0.014361,0.054214,0.07977,0.11674,0.11902,0.1074,0.13166,0.19189,0.060472,0.0096955,0.021889,0.0078652,0.032879,0.018473,0.046346,0.20147,0.041291,0.060834,0.025027,0.066617,0.1178,0.068225,0.12645,0.049269,0.055934,0.13476,0.068361,0.012567,0.023244,0.019901,0.00016338,0.004052,0.094066,0.19719,0.079115,0.072094,0.071823,0.026733,0.043366,0.05776,0.10982,0.071369,0.038606,0.04897,0.072147,0.029681,0.079006,0.1397,0.080913,0.14997,0.058431,0.066337,0.083225,0.028271,0.014363,0.054224,0.079785,0.11676,0.11905,0.10742,0.13169,0.093828,0.085502,0.08518,0.031705,0.051431,0.068501,0.13025,0.084642,0.045785,0.025691,0.029026,0.032798,0.014634,0.033422,0.039319,0.09317,0.16886,0.089567
0.17224,0.073169,0.014669,0.013427,0.013586,0.0041337,0.012224,0.056244,0.16396,0.023893,0.01359,0.055131,0.061793,0.078871,0.019418,0.031909,0.064018,0.12122,0.062504,0.057551,0.047568,0.016016,0.031115,0.049443,0.086607,0.08829,0.12115,0.2008,0.074459,0.039279,0.087356,0.04922,0.0845,0.047726,0.068207,0.1901,0.021612,0.012293,0.049868,0.055894,0.071341,0.017564,0.028863,0.057907,0.10965,0.2008,0.086277,0.032097,0.011273,0.044612,0.1161,0.046753,0.034567,0.076119,0.18455,0.067351,0.035529,0.079017,0.044521,0.076433,0.04317,0.061696,0.17195,0.062847,0.029053,0.015731,0.026999,0.063871,0.13945,0.028023,0.071521,0.15003,0.064329,0.059231,0.048957,0.016483,0.032024,0.050886,0.089135,0.090868,0.12469,0.2008,0.076633,0.040425,0.089907,0.050657,0.086967,0.04912,0.070199,0.19565,0.088914,0.014632,0.0086788,0.00010786,0.018275,0.05654,0.071844,0.081764,0.13159,0.072369,0.041452,0.018798,0.036007,0.047663,0.053362,0.061974,0.16684,0.067326,0.19239,0.070213,0.037039,0.082374,0.046413,0.079681,0.045005,0.064318,0.17926,0.065517,0.030287,0.016399,0.028146,0.066585,0.14538,0.029213,0.07456,0.1564,0.066306,0.037979,0.017223,0.03299,0.04367,0.048892,0.056782,0.15286,0.061686,0.018162,0.0025881,0.0082207,0.026457,0.051709,0.050887,0.14901,0.10131,0.10756
0.10695,0.019925,0.043084,0.076346,0.037796,0.053469,0.046325,0.077123,0.10468,0.011692,0.0057699,0.0074476,0.0096305,0.030447,0.09525,0.2034,0.051705,0.03167,0.19985,0.08255,0.032784,0.041097,0.060784,0.073427,0.039762,0.04285,0.2034,0.045426,0.030745,0.031997,0.052101,0.12922,0.10352,0.075964,0.056291,0.062709,0.012063,0.005953,0.007684,0.009936,0.031413,0.098273,0.2034,0.053346,0.032675,0.2034,0.053763,0.024848,0.014416,0.066267,0.096125,0.057411,0.054671,0.2034,0.046867,0.031721,0.033012,0.053754,0.13332,0.10681,0.078374,0.058077,0.064699,0.043828,0.022053,0.021571,0.0077212,0.03878,0.042393,0.11961,0.11873,0.04909,0.2034,0.086681,0.034425,0.043154,0.063826,0.077101,0.041752,0.044994,0.2034,0.047699,0.032284,0.033598,0.054708,0.13569,0.1087,0.079765,0.059109,0.065847,0.1168,0.022045,0.018606,0.015062,0.037303,0.032501,0.045701,0.0098911,0.13445,0.046382,0.027307,0.058423,0.058644,0.062713,0.12345,0.081029,0.077275,0.064923,0.057964,0.039231,0.040828,0.066481,0.16489,0.1321,0.09693,0.071828,0.080017,0.054205,0.027275,0.026678,0.0095493,0.047962,0.05243,0.14793,0.14684,0.060712,0.056363,0.033183,0.070995,0.071264,0.076209,0.15002,0.098466,0.093904,0.078893,0.038536,0.031985,0.017126,0.028745,0.057871,0.1208,0.14119,0.10138,0.077694
